sample_id	study	country	samplingSite	ena_accession	collectionDate	samplePreparation	totalBases	basesMapped	basesDuplicated	averageReadLength	averageQuality	basesof1xCoverage	basesof5xCoverage	basesof10xCoverage	basesof50xCoverage	meanCoverage	insertSizeAverage	insertSizeStandardDeviation	PercentCallableGATK	latitude	longitude
PA0216-C	1026	Guinea	Nzerekore	ERS042102			4231158200.0	3889396900.0	363717700.0	100.0	33.3	23041349.0	22880111.0	22770160.0	21987161.0	167.75	249.5	72.2	92.02	7.753857	-8.818703
PA0217-C	1026	Guinea	Nzerekore	ERS042070			1941135800.0	1792555900.0	37260000.0	100.0	37.0	23099698.0	22883412.0	22629949.0	18146623.0	77.17	259.1	72.9	92.03	7.753857	-8.818703
PA0218-C	1026	Guinea	Nzerekore	ERS042027			1120362000.0	1041751100.0	21967100.0	100.0	38.9	23037411.0	22741395.0	22444033.0	9664345.0	45.21	262.9	71.9	91.42	7.753857	-8.818703
PA0219-C	1026	Guinea	Nzerekore	ERS042048			1839736400.0	1720922400.0	71951300.0	100.0	38.8	22807602.0	22567855.0	22339989.0	17818747.0	74.86	267.8	73.6	91.29	7.753857	-8.818703
PA0220-C	1026	Guinea	Nzerekore	ERS041999			789737200.0	732773700.0	9629900.0	100.0	37.6	22985975.0	22411396.0	21266190.0	2168174.0	31.84	268.4	78.0	89.67	7.753857	-8.818703
PA0221-C	1026	Guinea	Nzerekore	ERS042071			2035651200.0	1882327200.0	92284600.0	100.0	37.0	22902522.0	22654487.0	22362422.0	18080694.0	81.61	265.1	74.2	91.1	7.753857	-8.818703
PA0222-C	1026	Guinea	Nzerekore	ERS041992			1059215600.0	977621200.0	30451300.0	100.0	37.5	23151464.0	22837629.0	22333497.0	8603542.0	42.11	257.1	74.8	91.52	7.753857	-8.818703
PA0223-C	1026	Guinea	Nzerekore	ERS042006			1138211000.0	1071796500.0	19926800.0	100.0	37.8	22862335.0	22392292.0	21834382.0	11169360.0	46.56	267.8	79.0	90.41	7.753857	-8.818703
PA0224-C	1026	Guinea	Nzerekore	ERS042049			2151221600.0	2009236400.0	60117900.0	100.0	38.8	23086715.0	22920451.0	22775769.0	20157712.0	86.51	265.0	74.3	92.19	7.753857	-8.818703
PA0225-C	1026	Guinea	Nzerekore	ERS042045			1181229600.0	1101000900.0	24140700.0	100.0	38.8	22843751.0	22527778.0	22119571.0	11426868.0	47.86	266.0	75.2	90.78	7.753857	-8.818703
PA0227-C	1026	Guinea	Nzerekore	ERS042075			2011655000.0	1848949000.0	151565600.0	100.0	36.9	23082294.0	22864539.0	22647052.0	18226892.0	79.31	256.1	65.6	91.82	7.753857	-8.818703
PA0228-C	1026	Guinea	Nzerekore	ERS041997			919561800.0	705768100.0	26617500.0	100.0	37.1	23042961.0	22442098.0	21313645.0	1274883.0	30.62	276.7	78.2	89.66	7.753857	-8.818703
PA0229-C	1026	Guinea	Nzerekore	ERS042093			1808817800.0	1622380900.0	52706100.0	100.0	34.7	22927319.0	22657784.0	22398351.0	17233705.0	70.42	241.5	66.4	91.08	7.753857	-8.818703
PA0230-C	1026	Guinea	Nzerekore	ERS042107			3591972200.0	3355462900.0	77843500.0	100.0	33.4	23179942.0	23002465.0	22873842.0	21647902.0	144.7	239.4	68.4	92.65	7.753857	-8.818703
PA0231-C	1026	Guinea	Nzerekore	ERS041991			1222925600.0	1136659300.0	58092700.0	100.0	37.5	23165582.0	22898841.0	22509948.0	12250489.0	48.78	271.9	79.4	91.8	7.753857	-8.818703
PA0232-C	1026	Guinea	Nzerekore	ERS042028			967237800.0	868593600.0	34196800.0	100.0	38.9	22874299.0	22543294.0	22089207.0	4287094.0	37.97	262.3	74.3	90.77	7.753857	-8.818703
PA0233-C	1026	Guinea	Nzerekore	ERS041994			1170025600.0	1027663200.0	40934600.0	100.0	37.5	23180144.0	22863451.0	22300598.0	10017189.0	44.33	271.0	78.0	91.53	7.753857	-8.818703
PA0234-C	1026	Guinea	Nzerekore	ERS042106			1670063200.0	1484762700.0	99302400.0	100.0	33.1	23101397.0	22919219.0	22727845.0	17394075.0	64.26	257.9	71.6	92.0	7.753857	-8.818703
PA0237-C	1026	Guinea	Nzerekore	ERS042100			4302123600.0	4034167600.0	81448800.0	100.0	34.7	22923081.0	22777816.0	22682075.0	21900130.0	175.11	247.1	67.4	91.84	7.753857	-8.818703
PA0239-C	1026	Guinea	Nzerekore	ERS041993			1089648600.0	1011858500.0	30209900.0	100.0	37.5	23148962.0	22873623.0	22415801.0	9567091.0	43.7	264.0	77.9	91.73	7.753857	-8.818703
PA0243-C	1026	Guinea	Nzerekore	ERS042012			755331200.0	665174200.0	22917700.0	100.0	37.7	23090199.0	22542639.0	21196910.0	1010335.0	28.81	264.8	75.9	89.87	7.753857	-8.818703
PA0245-C	1026	Guinea	Nzerekore	ERS041967			2210353800.0	2002476800.0	77293900.0	100.0	37.1	22967078.0	22800748.0	22660126.0	19890655.0	86.96	259.3	71.7	91.75	7.753857	-8.818703
PA0246-C	1026	Guinea	Nzerekore	ERS041998			788649400.0	718472600.0	59227600.0	100.0	37.4	22949523.0	22282401.0	21255384.0	1564771.0	31.3	275.8	77.9	89.19	7.753857	-8.818703
PA0249-C	1026	Guinea	Nzerekore	ERS042036			991032600.0	901941900.0	57747600.0	100.0	39.0	23119893.0	22785831.0	22277763.0	6039829.0	39.01	270.5	75.1	91.41	7.753857	-8.818703
PA0251-C	1026	Guinea	Nzerekore	ERS042101			876446000.0	656246700.0	48161100.0	100.0	34.0	22996577.0	22485612.0	21579715.0	615483.0	28.54	245.7	67.8	89.81	7.753857	-8.818703
PA0253-C	1026	Guinea	Nzerekore	ERS041978			671089200.0	600022600.0	27460300.0	100.0	38.4	23050558.0	22504600.0	21398242.0	277952.0	26.03	267.7	75.4	90.14	7.753857	-8.818703
PA0254-C	1026	Guinea	Nzerekore	ERS041989			1056037000.0	950872100.0	25249700.0	100.0	38.7	22903474.0	22616812.0	22147520.0	7252755.0	41.51	254.9	70.6	90.87	7.753857	-8.818703
PA0255-C	1026	Guinea	Nzerekore	ERS042003			432224600.0	363072900.0	12021900.0	100.0	37.6	23057179.0	21696892.0	17985324.0	78124.0	15.75	268.9	75.4	85.18	7.753857	-8.818703
PA0256-C	1026	Guinea	Nzerekore	ERS042082			3182310000.0	2926371000.0	221102800.0	100.0	34.0	22939188.0	22769623.0	22610707.0	20452809.0	127.26	250.9	69.8	91.66	7.753857	-8.818703
PA0257-C	1026	Guinea	Nzerekore	ERS042078			1006496200.0	830568200.0	25480100.0	100.0	33.7	23122380.0	22800656.0	22240401.0	3767749.0	35.92	245.2	67.1	91.17	7.753857	-8.818703
PA0260-C	1026	Guinea	Nzerekore	ERS042043			1198578000.0	1080813000.0	100642300.0	100.0	38.7	22953924.0	22629955.0	22294999.0	11074672.0	47.08	284.3	76.7	90.99	7.753857	-8.818703
PA0261-C	1026	Guinea	Nzerekore	ERS042066			516499600.0	451859500.0	12359300.0	100.0	36.8	22706052.0	21734150.0	19657510.0	147410.0	19.9	259.8	75.5	86.57	7.753857	-8.818703
PA0262-C	1026	Guinea	Nzerekore	ERS042026			1690178400.0	1578382500.0	40095100.0	100.0	39.0	22861967.0	22645807.0	22452263.0	18179390.0	69.03	258.0	71.7	91.22	7.753857	-8.818703
PA0263-C	1026	Guinea	Nzerekore	ERS042084			1281363600.0	1111843600.0	92416300.0	100.0	33.6	23089147.0	22801025.0	22475695.0	11918365.0	48.15	262.7	71.0	91.39	7.753857	-8.818703
PA0267-C	1026	Guinea	Nzerekore	ERS042013			470961600.0	395931800.0	7757700.0	100.0	37.6	22851128.0	21324339.0	18203719.0	64270.0	17.33	265.0	75.8	84.55	7.753857	-8.818703
PA0269-C	1026	Guinea	Nzerekore	ERS042052			769570400.0	568185300.0	58013800.0	100.0	36.5	22912774.0	22194998.0	20934774.0	257914.0	24.8	252.2	64.1	89.07	7.753857	-8.818703
PA0270-C	1026	Guinea	Nzerekore	ERS042044			1080402600.0	970636300.0	31730100.0	100.0	38.7	22897091.0	22560812.0	22103382.0	8178669.0	42.39	273.2	76.4	90.79	7.753857	-8.818703
PD0459-Cx	1052	Thailand	Mae Sot	ERS336327			4300512600.0	3003346600.0	87283000.0	100.0	34.7	22794959.0	22170812.0	21425810.0	15361225.0	113.97	235.3	66.7	89.58	16.771015	98.704491
PD0460-C	1052	Thailand	Mae Sot	ERS142855			1552485000.0	1318214600.0	20576500.0	100.0	35.0	22969890.0	22632202.0	22123756.0	13370021.0	56.96	272.9	73.7	91.03	16.771015	98.704491
PD0461-C	1052	Thailand	Mae Sot	ERS142873			916281800.0	809657400.0	9870800.0	100.0	35.1	22766347.0	22196772.0	21029972.0	5491742.0	35.56	274.4	67.1	89.19	16.771015	98.704491
PD0462-C	1052	Thailand	Mae Sot	ERS142845			1853794400.0	1661834300.0	25550600.0	100.0	35.5	22848766.0	22601566.0	22320309.0	16207499.0	71.76	270.5	72.5	91.22	16.771015	98.704491
PD0464-C	1052	Thailand	Mae Sot	ERS142858			639372000.0	487798000.0	5528100.0	100.0	34.9	22810045.0	21713556.0	19115059.0	163434.0	21.39	271.8	70.9	86.59	16.771015	98.704491
PD0466-C	1052	Thailand	Mae Sot	ERS142857			584952600.0	477123000.0	5289000.0	100.0	35.0	22741415.0	21463529.0	18676534.0	143335.0	20.98	276.5	71.9	85.57	16.771015	98.704491
PD0467-C	1052	Thailand	Mae Sot	ERS142883			1094276800.0	963956500.0	12065800.0	100.0	35.5	22851628.0	22452371.0	21736797.0	8770323.0	41.75	263.7	71.1	90.4	16.771015	98.704491
PD0468-C	1052	Thailand	Mae Sot	ERS164621			1818208200.0	1101798000.0	30917400.0	100.0	32.7	22737746.0	21949547.0	20499165.0	6230631.0	48.15	357.8	914.0	87.46	16.771015	98.704491
PD0469-C	1052	Thailand	Mae Sot	ERS142872			1708483200.0	1515935900.0	21519900.0	100.0	35.5	23019156.0	22782810.0	22470836.0	15181885.0	65.25	274.7	74.4	91.71	16.771015	98.704491
PD0470-C	1052	Thailand	Mae Sot	ERS142848			931718800.0	732304800.0	9746700.0	100.0	34.9	22798339.0	22275128.0	21166650.0	2379094.0	32.12	265.8	69.6	89.56	16.771015	98.704491
PD0471-C	1052	Thailand	Mae Sot	ERS142849			1529913800.0	1369241800.0	21748900.0	100.0	35.0	22837401.0	22568796.0	22226781.0	14275705.0	59.59	266.9	69.4	91.14	16.771015	98.704491
PD0472-C	1052	Thailand	Mae Sot	ERS142867			2496588800.0	2315421200.0	36339100.0	100.0	34.8	22913719.0	22706358.0	22482091.0	18482836.0	100.29	274.4	70.4	91.54	16.771015	98.704491
PD0473-C	1052	Thailand	Mae Sot	ERS142842			1287596200.0	1140730900.0	16071300.0	100.0	35.5	22838090.0	22464043.0	21857037.0	11867821.0	49.48	276.2	74.1	90.45	16.771015	98.704491
PD0474-C	1052	Thailand	Mae Sot	ERS142846			1322951200.0	1162485000.0	16766400.0	100.0	35.5	22892109.0	22582443.0	22093980.0	12074484.0	50.43	271.7	73.7	90.89	16.771015	98.704491
PD0475-C	1052	Thailand	Mae Sot	ERS142881			1142737400.0	963171200.0	14143500.0	100.0	35.0	22899428.0	22402084.0	21541864.0	8929929.0	41.68	275.0	75.3	90.01	16.771015	98.704491
PD0476-C	1052	Thailand	Mae Sot	ERS142876			919505000.0	712500900.0	9385900.0	100.0	34.9	22770440.0	22004159.0	20372767.0	2955722.0	31.29	269.7	70.2	88.25	16.771015	98.704491
PD0477-C	1052	Thailand	Mae Sot	ERS142830			3612149800.0	3242899200.0	72502700.0	100.0	34.8	22933622.0	22774001.0	22621636.0	20100068.0	138.73	282.2	77.9	91.89	16.771015	98.704491
PD0478-C	1052	Thailand	Mae Sot	ERS142843			1767790600.0	1598734800.0	22448700.0	100.0	35.5	22879284.0	22582780.0	22215447.0	15506072.0	69.49	284.0	79.9	91.01	16.771015	98.704491
PD0479-C	1052	Thailand	Mae Sot	ERS142861			3108610200.0	2644910600.0	91234200.0	100.0	34.2	23007406.0	22822574.0	22640954.0	19646618.0	114.15	274.0	73.8	91.91	16.771015	98.704491
PD0480-C	1052	Thailand	Mae Sot	ERS142831			2935104800.0	2746116100.0	45567000.0	100.0	34.8	22864784.0	22646268.0	22429400.0	19197769.0	118.92	282.0	69.3	91.36	16.771015	98.704491
PD0481-C	1052	Thailand	Mae Sot	ERS142884			3256539400.0	3004353000.0	66892900.0	100.0	34.4	22904577.0	22718638.0	22534268.0	19863316.0	130.11	279.4	71.4	91.61	16.771015	98.704491
PD0482-C	1052	Thailand	Mae Sot	ERS142825			3787587800.0	3511163900.0	61754800.0	100.0	34.8	22978349.0	22831392.0	22712112.0	20982152.0	151.7	268.5	70.6	92.07	16.771015	98.704491
PD0483-C	1052	Thailand	Mae Sot	ERS142836			2571940400.0	2318556600.0	45304100.0	100.0	35.5	22905002.0	22723949.0	22516951.0	17984148.0	100.0	280.4	80.6	91.65	16.771015	98.704491
PD0484-C	1052	Thailand	Mae Sot	ERS142827			2761086200.0	2536008300.0	51836900.0	100.0	34.8	23004577.0	22821838.0	22658679.0	19401719.0	109.24	275.1	71.1	91.96	16.771015	98.704491
PD0485-C	1052	Thailand	Mae Sot	ERS142824			5037415800.0	4658009700.0	97621800.0	100.0	34.8	23066689.0	22951493.0	22863284.0	21968869.0	200.22	276.8	70.7	92.54	16.771015	98.704491
PD0487-C	1052	Thailand	Mae Sot	ERS142818			2585144000.0	2383238100.0	38181400.0	100.0	34.4	22890990.0	22651931.0	22374465.0	18125515.0	103.0	272.0	73.4	91.29	16.771015	98.704491
PD0488-C	1052	Thailand	Mae Sot	ERS142863			2647940200.0	2454363700.0	38338000.0	100.0	34.4	22916585.0	22685888.0	22443888.0	18602262.0	106.37	273.7	72.5	91.45	16.771015	98.704491
PD0489-C	1052	Thailand	Mae Sot	ERS142819			3342280800.0	3081419400.0	78996600.0	100.0	34.4	23045107.0	22883274.0	22701610.0	19734926.0	132.27	266.8	71.3	92.2	16.771015	98.704491
PD0490-C	1052	Thailand	Mae Sot	ERS142821			2709281400.0	2534616700.0	41380900.0	100.0	34.4	22896052.0	22695406.0	22507290.0	19403898.0	109.79	268.9	75.4	91.46	16.771015	98.704491
PD0491-C	1052	Thailand	Mae Sot	ERS142878			924527600.0	784090500.0	9085000.0	100.0	34.6	22917345.0	22345249.0	21220511.0	4172344.0	33.98	277.2	72.7	89.65	16.771015	98.704491
PD0492-C	1052	Thailand	Mae Sot	ERS142822			4206916000.0	3898305300.0	85842300.0	100.0	34.4	23111032.0	22929440.0	22776463.0	20834491.0	167.02	274.6	77.7	92.43	16.771015	98.704491
PD0493-C	1052	Thailand	Mae Sot	ERS142879			2414630600.0	2239218400.0	41932200.0	100.0	34.6	23022184.0	22745651.0	22335515.0	16652969.0	94.79	327.2	81.3	91.42	16.771015	98.704491
PD0494-C	1052	Thailand	Mae Sot	ERS142833			4404623600.0	4042173200.0	82538200.0	100.0	34.8	22933766.0	22792315.0	22672853.0	20892975.0	173.79	281.2	76.6	91.98	16.771015	98.704491
PD0495-C	1052	Thailand	Mae Sot	ERS142854			1072742000.0	934922300.0	14723900.0	100.0	35.0	22810332.0	22272656.0	21350621.0	8591660.0	40.54	275.9	71.8	89.69	16.771015	98.704491
PD0496-C	1052	Thailand	Mae Sot	ERS142834			3007278800.0	2762417600.0	48059900.0	100.0	34.8	22877438.0	22698667.0	22538513.0	19863457.0	120.19	269.7	70.4	91.68	16.771015	98.704491
PD0497-C	1052	Thailand	Mae Sot	ERS142869			2296171000.0	2128950400.0	31867100.0	100.0	35.5	22881629.0	22684622.0	22495270.0	18415025.0	92.53	280.9	72.3	91.5	16.771015	98.704491
PD0498-C	1052	Thailand	Sisakhet	ERS142839			1091837800.0	913271700.0	11895600.0	100.0	35.4	22777910.0	22330049.0	21535229.0	7876365.0	39.76	277.7	75.5	90.07	14.774883	104.46579
PD0499-C	1052	Thailand	Sisakhet	ERS142864			4683558600.0	4354944500.0	86933700.0	100.0	34.4	23136288.0	22995727.0	22892642.0	21549034.0	186.36	274.8	72.7	92.68	14.774883	104.46579
PD0500-C	1052	Thailand	Sisakhet	ERS142812			2974370000.0	2737249100.0	51769700.0	100.0	34.4	22942250.0	22713854.0	22554706.0	19960734.0	118.44	271.2	74.0	91.65	14.774883	104.46579
PD0501-C	1052	Thailand	Sisakhet	ERS142866			2760828000.0	2521471700.0	40399500.0	100.0	34.8	22965797.0	22693581.0	22472514.0	19154329.0	108.66	271.9	71.3	91.5	14.774883	104.46579
PD0502-C	1052	Thailand	Sisakhet	ERS142840			2005080600.0	1832312900.0	29310600.0	100.0	35.5	22842140.0	22599866.0	22318196.0	17011893.0	79.81	280.1	78.9	91.23	14.774883	104.46579
PD0503-C	1052	Thailand	Ranong	ERS142837			3418273200.0	3192578100.0	56400300.0	100.0	35.5	22911143.0	22745683.0	22615628.0	20495172.0	138.59	281.0	77.1	91.82	9.998606	98.700714
PD0504-C	1052	Thailand	Ranong	ERS142813			3641775400.0	3172567000.0	70556900.0	100.0	34.2	22928951.0	22765838.0	22626195.0	20593812.0	137.48	267.6	73.2	91.8	9.998606	98.700714
PD0505-C	1052	Thailand	Ranong	ERS142816			2417994000.0	2038066700.0	33588900.0	100.0	34.2	22901345.0	22672430.0	22401949.0	17823866.0	88.2	269.8	73.8	91.34	9.998606	98.700714
PD0506-C	1052	Thailand	Ranong	ERS142828			3842105200.0	3507214600.0	67436400.0	100.0	34.8	22924402.0	22775828.0	22645691.0	20984009.0	151.86	259.0	65.3	91.89	9.998606	98.700714
PD0507-C	1052	Thailand	Ranong	ERS142870			2709108800.0	2526037600.0	41841100.0	100.0	35.5	22969633.0	22730434.0	22529287.0	19371765.0	109.39	275.5	75.8	91.69	9.998606	98.700714
PD0508-C	1052	Thailand	Ranong	ERS142815			3074411600.0	2731737600.0	58459700.0	100.0	34.2	22928296.0	22750547.0	22557790.0	19370152.0	117.98	287.2	75.5	91.66	9.998606	98.700714
PD0509-Cx2	1052	Thailand	Ranong	ERS336350			549490800.0	443334400.0	5035800.0	100.0	34.4	22419317.0	19526089.0	15598132.0	955025.0	19.46	245.0	69.9	77.4	9.998606	98.700714
PD0510-C	1052	Thailand	Ranong	ERS142852			1291135600.0	1142619000.0	16174800.0	100.0	35.0	22851536.0	22414155.0	21797068.0	11791009.0	49.94	292.6	87.7	90.21	9.998606	98.700714
PD0511-C	1052	Thailand	Mae Sot	ERS174631			2728615600.0	2483056100.0	57334600.0	100.0	35.6	22921788.0	22773973.0	22637128.0	19611345.0	106.52	233.8	74.0	91.88	16.771015	98.704491
PD0512-C	1052	Thailand	Mae Sot	ERS174632			1695050200.0	1532734800.0	28596500.0	100.0	35.6	22834472.0	22547995.0	22208367.0	15301150.0	66.31	248.5	85.6	91.15	16.771015	98.704491
PD0513-C	1052	Thailand	Mae Sot	ERS174521			1405715000.0	1278435300.0	31812600.0	100.0	35.2	22861147.0	22577536.0	22141394.0	13431562.0	55.29	239.2	83.7	90.95	16.771015	98.704491
PD0514-C	1052	Thailand	Mae Sot	ERS174633			768649200.0	649826600.0	10629500.0	100.0	35.5	22788050.0	22124828.0	20605100.0	1070083.0	28.36	253.9	83.3	88.75	16.771015	98.704491
PD0515-C	1052	Thailand	Mae Sot	ERS174634			573219800.0	462853300.0	7313500.0	100.0	35.5	22803129.0	21628373.0	18908112.0	191784.0	20.18	247.4	80.4	86.06	16.771015	98.704491
PD0516-C	1052	Thailand	Mae Sot	ERS174522			2588909400.0	2255104300.0	53538900.0	100.0	33.3	22934617.0	22759738.0	22615589.0	19914761.0	97.81	235.9	84.8	91.77	16.771015	98.704491
PD0517-C	1052	Thailand	Mae Sot	ERS174523			1551110800.0	1416540900.0	29634200.0	100.0	33.4	22990289.0	22796979.0	22560970.0	14988013.0	60.88	245.0	88.0	91.88	16.771015	98.704491
PD0518-C	1052	Thailand	Mae Sot	ERS174524			2659410800.0	2461440800.0	51183000.0	100.0	33.4	22932364.0	22717959.0	22567787.0	20106447.0	106.78	241.4	81.4	91.61	16.771015	98.704491
PD0519-C	1052	Thailand	Mae Sot	ERS174635			1499392600.0	1318698200.0	26866400.0	100.0	35.6	22956479.0	22692212.0	22277568.0	13590906.0	56.6	242.7	78.4	91.38	16.771015	98.704491
PD0520-C	1052	Thailand	Mae Sot	ERS174636			1409191400.0	1286482700.0	22197900.0	100.0	35.6	22806650.0	22459543.0	21942203.0	13291776.0	55.99	256.7	89.1	90.53	16.771015	98.704491
PD0521-C	1052	Thailand	Mae Sot	ERS174525			1751877400.0	1607482100.0	35235600.0	100.0	33.4	22833281.0	22578581.0	22325694.0	16785765.0	69.83	241.4	79.0	91.14	16.771015	98.704491
PD0522-C	1052	Thailand	Mae Sot	ERS174526			1197325400.0	1075270600.0	20137300.0	100.0	33.3	22775680.0	22414354.0	21896874.0	11358845.0	47.21	248.5	83.1	90.43	16.771015	98.704491
PD0523-C	1052	Thailand	Mae Sot	ERS174637			2996395800.0	2792362900.0	56306000.0	100.0	35.6	22926686.0	22684276.0	22518275.0	19914723.0	121.25	251.2	79.9	91.54	16.771015	98.704491
PD0524-C	1052	Thailand	Mae Sot	ERS174638			2519072800.0	2247520800.0	47409000.0	100.0	35.6	23019509.0	22757771.0	22556614.0	19107764.0	96.52	233.9	74.2	91.79	16.771015	98.704491
PD0525-C	1052	Thailand	Mae Sot	ERS174639			2088679800.0	1889730000.0	38505800.0	100.0	35.6	22882991.0	22686259.0	22484267.0	17640038.0	81.88	245.9	80.1	91.55	16.771015	98.704491
PD0526-C	1052	Thailand	Mae Sot	ERS174640			1065090200.0	925007000.0	15327800.0	100.0	35.6	22865993.0	22495842.0	21880840.0	7525461.0	40.45	232.0	72.7	90.66	16.771015	98.704491
PD0527-C	1052	Thailand	Mae Sot	ERS174527			1510915600.0	1400410600.0	26447200.0	100.0	33.4	22821818.0	22536138.0	22206339.0	15245884.0	61.32	241.2	79.3	91.02	16.771015	98.704491
PD0528-C	1052	Thailand	Mae Sot	ERS174641			2767012200.0	2570986200.0	48370800.0	100.0	35.6	22829204.0	22632588.0	22471612.0	20068048.0	112.05	229.5	70.0	91.4	16.771015	98.704491
PD0529-C	1052	Thailand	Mae Sot	ERS174642			2316645400.0	2134745700.0	41185900.0	100.0	35.8	22902940.0	22708247.0	22529662.0	19015700.0	92.82	240.7	81.9	91.59	16.771015	98.704491
PD0530-C	1052	Thailand	Mae Sot	ERS174643			2254776800.0	2060257000.0	41719700.0	100.0	35.9	22879106.0	22684504.0	22494847.0	18363571.0	89.41	239.9	81.6	91.51	16.771015	98.704491
PD0531-C	1052	Thailand	Mae Sot	ERS174528			1419026800.0	1276152100.0	25621600.0	100.0	33.4	22894769.0	22614638.0	22244206.0	13825020.0	55.34	242.7	80.8	91.13	16.771015	98.704491
PD0532-C	1052	Thailand	Mae Sot	ERS174644			2079039200.0	1918058100.0	38425400.0	100.0	35.9	22858800.0	22636725.0	22413704.0	17955207.0	83.32	239.0	76.4	91.34	16.771015	98.704491
PD0533-C	1052	Thailand	Mae Sot	ERS174529			3335208800.0	3077292600.0	73432900.0	100.0	33.3	22867776.0	22700690.0	22572266.0	20919630.0	133.85	244.5	76.2	91.66	16.771015	98.704491
PD0534-C	1052	Thailand	Mae Sot	ERS174530			2785239400.0	2524614800.0	58093700.0	100.0	33.3	23005727.0	22814074.0	22642887.0	20168457.0	109.36	246.0	84.0	91.96	16.771015	98.704491
PD0535-C	1052	Thailand	Mae Sot	ERS174645			2022707800.0	1864456600.0	36490500.0	100.0	35.9	22867260.0	22604557.0	22370723.0	17591889.0	80.95	243.9	78.6	91.22	16.771015	98.704491
PD0536-C	1052	Thailand	Mae Sot	ERS174646			2018827400.0	1852951700.0	37064100.0	100.0	35.8	23015842.0	22811734.0	22558441.0	17172712.0	79.77	254.5	82.5	91.81	16.771015	98.704491
PD0537-C	1052	Thailand	Mae Sot	ERS174531			2522750400.0	2297234900.0	52368100.0	100.0	33.3	23039439.0	22814068.0	22625074.0	19500397.0	99.36	255.0	86.9	91.94	16.771015	98.704491
PD0538-C	1052	Thailand	Mae Sot	ERS174532			1622627400.0	1475015400.0	36546600.0	100.0	33.3	22944129.0	22695329.0	22435842.0	15739072.0	63.83	245.2	83.0	91.44	16.771015	98.704491
PD0539-C	1052	Thailand	Mae Sot	ERS174647			2439511000.0	2233195800.0	47562900.0	100.0	35.8	22890570.0	22688402.0	22487196.0	18836870.0	96.53	243.8	80.2	91.52	16.771015	98.704491
PD0540-C	1052	Thailand	Mae Sot	ERS174648			2037167200.0	1848722300.0	37185800.0	100.0	35.8	22961827.0	22708092.0	22440771.0	17243175.0	79.95	250.6	86.2	91.58	16.771015	98.704491
PD0541-C	1052	Thailand	Mae Sot	ERS174649			1732306200.0	1565453800.0	31651800.0	100.0	35.8	22916115.0	22627841.0	22334284.0	15922420.0	67.61	235.8	71.8	91.26	16.771015	98.704491
PD0543-C	1052	Thailand	Mae Sot	ERS174650			1987566800.0	1827457600.0	36024700.0	100.0	35.9	22890765.0	22657912.0	22419118.0	17236024.0	79.1	246.5	81.1	91.4	16.771015	98.704491
PD0544-C	1052	Thailand	Mae Sot	ERS174651			2363893000.0	2159793100.0	45438600.0	100.0	35.7	22853184.0	22663773.0	22497492.0	18962860.0	93.73	238.9	83.7	91.48	16.771015	98.704491
PD0545-C	1052	Thailand	Mae Sot	ERS174652			940883000.0	828847000.0	14681800.0	100.0	35.8	22814435.0	22378606.0	21590491.0	4633087.0	36.33	236.5	75.6	90.21	16.771015	98.704491
PD0546-C	1052	Thailand	Mae Sot	ERS174653			754919000.0	642624300.0	10336200.0	100.0	35.8	22748133.0	22157464.0	20893788.0	727745.0	28.1	241.5	75.9	89.23	16.771015	98.704491
PD0547-C	1052	Thailand	Mae Sot	ERS174654			2157064200.0	1991203500.0	42102200.0	100.0	35.9	22842951.0	22622282.0	22423013.0	17923332.0	86.36	224.1	72.6	91.4	16.771015	98.704491
PD0548-C	1052	Thailand	Mae Sot	ERS174655			2166574600.0	1947014800.0	45558200.0	100.0	35.9	22931967.0	22710166.0	22477326.0	17167353.0	83.53	227.8	73.1	91.64	16.771015	98.704491
